Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
140.000000	0.00467696	140.000000	0.00599997	140.000000	0.0059408 	140.000000	0.00593743	140.000000	0.00599795	140.000000	2.02e-06  	
145.000000	0.00456123	145.000000	0.00585208	145.000000	0.00579415	145.000000	0.00579047	145.000000	0.00585013	145.000000	1.95501e-06	
150.000000	0.00445266	150.000000	0.0057136 	150.000000	0.00565652	150.000000	0.00565295	150.000000	0.0057117 	150.000000	1.89421e-06	
155.000000	0.00429979	155.000000	0.00558363	155.000000	0.00552744	155.000000	0.005524  	155.000000	0.0055818 	155.000000	1.83719e-06	
160.000000	0.00421019	160.000000	0.00546143	160.000000	0.0054062 	160.000000	0.00540283	160.000000	0.00545965	160.000000	1.78361e-06	
165.000000	0.00412569	165.000000	0.00534631	165.000000	0.00529205	165.000000	0.00528876	165.000000	0.00534458	165.000000	1.73316e-06	
170.000000	0.00404587	170.000000	0.00523767	170.000000	0.0051844 	170.000000	0.00518119	170.000000	0.00523598	170.000000	1.68558e-06	
175.000000	0.00397035	175.000000	0.00513497	175.000000	0.00508271	175.000000	0.00507957	175.000000	0.00513333	175.000000	1.64062e-06	
180.000000	0.00389877	180.000000	0.00503775	180.000000	0.00498651	180.000000	0.00498344	180.000000	0.00503615	180.000000	1.59807e-06	
185.000000	0.00383084	185.000000	0.00494557	185.000000	0.00489536	185.000000	0.00489235	185.000000	0.00494402	185.000000	1.55774e-06	
190.000000	0.00376628	190.000000	0.00485806	190.000000	0.00480888	190.000000	0.00480592	190.000000	0.00485654	190.000000	1.51945e-06	
195.000000	0.00370485	195.000000	0.00477486	195.000000	0.00472668	195.000000	0.00472381	195.000000	0.00477338	195.000000	1.48307e-06	
200.000000	0.00364631	200.000000	0.00469566	200.000000	0.00464849	200.000000	0.0046457 	200.000000	0.00469422	200.000000	1.44843e-06	
210.000000	0.00353714	210.000000	0.00454819	210.000000	0.0045035 	210.000000	0.00450038	210.000000	0.00454681	210.000000	1.38395e-06	
220.000000	0.00343736	220.000000	0.00441367	220.000000	0.00437109	220.000000	0.00436798	220.000000	0.00441235	220.000000	1.32512e-06	
230.000000	0.00334581	230.000000	0.00429049	230.000000	0.00424987	230.000000	0.00424688	230.000000	0.00428922	230.000000	1.27124e-06	
240.000000	0.00326149	240.000000	0.00417726	240.000000	0.00413861	240.000000	0.00413571	240.000000	0.00417604	240.000000	1.2217e-06	
250.000000	0.00318358	250.000000	0.00407284	250.000000	0.00403612	250.000000	0.0040333 	250.000000	0.00407167	250.000000	1.17598e-06	
260.000000	0.00311138	260.000000	0.00397625	260.000000	0.00394141	260.000000	0.00393867	260.000000	0.00397512	260.000000	1.13367e-06	
270.000000	0.00304427	270.000000	0.00388665	270.000000	0.00385366	270.000000	0.00385098	270.000000	0.00388556	270.000000	1.09438e-06	
280.000000	0.00298174	280.000000	0.00380331	280.000000	0.00377213	280.000000	0.00376952	280.000000	0.00380226	280.000000	1.0578e-06	
290.000000	0.00292333	290.000000	0.00372562	290.000000	0.00369616	290.000000	0.00369364	290.000000	0.00372459	290.000000	1.02366e-06	
