Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
320.000000	0.135293  	320.000000	0.134637  	320.000000	0.133982  	320.000000	0.133332  	320.000000	0.134593  	320.000000	4.42164e-05	
330.000000	0.133068  	330.000000	0.132414  	330.000000	0.131772  	330.000000	0.131126  	330.000000	0.132371  	330.000000	4.29756e-05	
340.000000	0.130969  	340.000000	0.13032   	340.000000	0.129693  	340.000000	0.12905   	340.000000	0.130278  	340.000000	4.18049e-05	
350.000000	0.128986  	350.000000	0.128345  	350.000000	0.127735  	350.000000	0.127093  	350.000000	0.128304  	350.000000	4.06985e-05	
360.000000	0.127111  	360.000000	0.12648   	360.000000	0.12588   	360.000000	0.125246  	360.000000	0.12644   	360.000000	3.96512e-05	
370.000000	0.125333  	370.000000	0.124715  	370.000000	0.124112  	370.000000	0.12349   	370.000000	0.124676  	370.000000	3.86582e-05	
380.000000	0.123647  	380.000000	0.123044  	380.000000	0.122444  	380.000000	0.121827  	380.000000	0.123006  	380.000000	3.77155e-05	
390.000000	0.122046  	390.000000	0.121458  	390.000000	0.120866  	390.000000	0.12025   	390.000000	0.121421  	390.000000	3.68192e-05	
400.000000	0.120523  	400.000000	0.119953  	400.000000	0.119368  	400.000000	0.118754  	400.000000	0.119917  	400.000000	3.5966e-05	
410.000000	0.119072  	410.000000	0.118522  	410.000000	0.117944  	410.000000	0.117333  	410.000000	0.118487  	410.000000	3.51528e-05	
420.000000	0.11769   	420.000000	0.11716   	420.000000	0.116589  	420.000000	0.115981  	420.000000	0.117125  	420.000000	3.43768e-05	
430.000000	0.116372  	430.000000	0.115862  	430.000000	0.1153    	430.000000	0.114693  	430.000000	0.115828  	430.000000	3.36355e-05	
440.000000	0.115113  	440.000000	0.114624  	440.000000	0.114072  	440.000000	0.113466  	440.000000	0.114591  	440.000000	3.29266e-05	
450.000000	0.113909  	450.000000	0.113443  	450.000000	0.112899  	450.000000	0.112295  	450.000000	0.113411  	450.000000	3.2248e-05	
460.000000	0.112758  	460.000000	0.112314  	460.000000	0.111775  	460.000000	0.111177  	460.000000	0.112283  	460.000000	3.15977e-05	
470.000000	0.111655  	470.000000	0.111235  	470.000000	0.110699  	470.000000	0.110108  	470.000000	0.111204  	470.000000	3.09741e-05	
480.000000	0.110599  	480.000000	0.110202  	480.000000	0.109671  	480.000000	0.109086  	480.000000	0.110172  	480.000000	3.03754e-05	
490.000000	0.109586  	490.000000	0.109213  	490.000000	0.10869   	490.000000	0.108107  	490.000000	0.109183  	490.000000	2.98002e-05	
500.000000	0.108614  	500.000000	0.108265  	500.000000	0.107752  	500.000000	0.10717   	500.000000	0.108235  	500.000000	2.92472e-05	
520.000000	0.106784  	520.000000	0.106483  	520.000000	0.105988  	520.000000	0.105409  	520.000000	0.106454  	520.000000	2.82024e-05	
540.000000	0.105092  	540.000000	0.104839  	540.000000	0.104362  	540.000000	0.103786  	540.000000	0.104812  	540.000000	2.72322e-05	
560.000000	0.103525  	560.000000	0.103319  	560.000000	0.102859  	560.000000	0.102286  	560.000000	0.103293  	560.000000	2.63286e-05	
580.000000	0.10207   	580.000000	0.101911  	580.000000	0.101466  	580.000000	0.100897  	580.000000	0.101885  	580.000000	2.54851e-05	
600.000000	0.100716  	600.000000	0.100603  	600.000000	0.10017   	600.000000	0.0996077 	600.000000	0.100579  	600.000000	2.46956e-05	
620.000000	0.0994541 	620.000000	0.099387  	620.000000	0.0989647 	620.000000	0.0984087 	620.000000	0.099363  	620.000000	2.39552e-05	
640.000000	0.0982763 	640.000000	0.0982534 	640.000000	0.0978447 	640.000000	0.0972915 	640.000000	0.0982302 	640.000000	2.32593e-05	
660.000000	0.0971753 	660.000000	0.0971954 	660.000000	0.0968004 	660.000000	0.0962487 	660.000000	0.0971728 	660.000000	2.2604e-05	
680.000000	0.0961445 	680.000000	0.0962063 	680.000000	0.0958233 	680.000000	0.0952738 	680.000000	0.0961844 	680.000000	2.19859e-05	
700.000000	0.0951783 	700.000000	0.0952806 	700.000000	0.0949089 	700.000000	0.0943609 	700.000000	0.0952591 	700.000000	2.14017e-05	
720.000000	0.0942716 	720.000000	0.0944129 	720.000000	0.0940519 	720.000000	0.0935049 	720.000000	0.094392  	720.000000	2.08488e-05	
740.000000	0.0934198 	740.000000	0.0935987 	740.000000	0.0932452 	740.000000	0.0927011 	740.000000	0.0935784 	740.000000	2.03247e-05	
