Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
41.000000	0.415517  	41.000000	0.42189   	41.000000	0.412956  	41.000000	0.413204  	41.000000	0.421709  	41.000000	0.000181035	
44.000000	0.393384  	44.000000	0.398919  	44.000000	0.390854  	44.000000	0.390958  	44.000000	0.39875   	44.000000	0.000169816	
47.000000	0.373837  	47.000000	0.378658  	47.000000	0.371368  	47.000000	0.371317  	47.000000	0.378498  	47.000000	0.00015996	
50.000000	0.356439  	50.000000	0.360648  	50.000000	0.354015  	50.000000	0.353841  	50.000000	0.360496  	50.000000	0.00015123	
55.000000	0.331318  	55.000000	0.33469   	55.000000	0.328917  	55.000000	0.32862   	55.000000	0.334551  	55.000000	0.000138696	
60.000000	0.310049  	60.000000	0.312767  	60.000000	0.307673  	60.000000	0.307284  	60.000000	0.312639  	60.000000	0.000128154	
65.000000	0.291793  	65.000000	0.293996  	65.000000	0.28942   	65.000000	0.288986  	65.000000	0.293877  	65.000000	0.000119158	
70.000000	0.275939  	70.000000	0.277737  	70.000000	0.273626  	70.000000	0.273112  	70.000000	0.277625  	70.000000	0.000111389	
75.000000	0.262031  	75.000000	0.263511  	75.000000	0.259735  	75.000000	0.259204  	75.000000	0.263406  	75.000000	0.000104607	
80.000000	0.249724  	80.000000	0.250955  	80.000000	0.247491  	80.000000	0.246912  	80.000000	0.250857  	80.000000	9.86346e-05	
85.000000	0.238751  	85.000000	0.23979   	85.000000	0.236553  	85.000000	0.235967  	85.000000	0.239697  	85.000000	9.33323e-05	
90.000000	0.2289    	90.000000	0.229793  	90.000000	0.226781  	90.000000	0.226157  	90.000000	0.229705  	90.000000	8.85921e-05	
95.000000	0.220005  	95.000000	0.22079   	95.000000	0.217936  	95.000000	0.217311  	95.000000	0.220705  	95.000000	8.43281e-05	
100.000000	0.211928  	100.000000	0.212636  	100.000000	0.209919  	100.000000	0.209293  	100.000000	0.212556  	100.000000	8.04711e-05	
105.000000	0.20456   	105.000000	0.205217  	105.000000	0.202615  	105.000000	0.201991  	105.000000	0.20514   	105.000000	7.69647e-05	
110.000000	0.197808  	110.000000	0.198436  	110.000000	0.195958  	110.000000	0.195311  	110.000000	0.198362  	110.000000	7.37626e-05	
115.000000	0.191597  	115.000000	0.192214  	115.000000	0.189832  	115.000000	0.189178  	115.000000	0.192143  	115.000000	7.08263e-05	
120.000000	0.185862  	120.000000	0.186484  	120.000000	0.184174  	120.000000	0.183525  	120.000000	0.186416  	120.000000	6.81237e-05	
125.000000	0.180549  	125.000000	0.181189  	125.000000	0.178946  	125.000000	0.178298  	125.000000	0.181124  	125.000000	6.56275e-05	
130.000000	0.175612  	130.000000	0.176281  	130.000000	0.174097  	130.000000	0.173451  	130.000000	0.176218  	130.000000	6.33148e-05	
135.000000	0.171011  	135.000000	0.17172   	135.000000	0.169586  	135.000000	0.168943  	135.000000	0.171658  	135.000000	6.11657e-05	
140.000000	0.166713  	140.000000	0.167468  	140.000000	0.165381  	140.000000	0.164739  	140.000000	0.167409  	140.000000	5.91632e-05	
145.000000	0.162687  	145.000000	0.163496  	145.000000	0.16145   	145.000000	0.160811  	145.000000	0.163439  	145.000000	5.72926e-05	
150.000000	0.158908  	150.000000	0.159777  	150.000000	0.157767  	150.000000	0.157131  	150.000000	0.159721  	150.000000	5.55412e-05	
155.000000	0.153265  	155.000000	0.156287  	155.000000	0.15431   	155.000000	0.153676  	155.000000	0.156233  	155.000000	5.38978e-05	
160.000000	0.150143  	160.000000	0.153005  	160.000000	0.151059  	160.000000	0.150427  	160.000000	0.152953  	160.000000	5.23525e-05	
165.000000	0.147198  	165.000000	0.149914  	165.000000	0.147995  	165.000000	0.147366  	165.000000	0.149863  	165.000000	5.08967e-05	
170.000000	0.144414  	170.000000	0.146996  	170.000000	0.145103  	170.000000	0.144477  	170.000000	0.146947  	170.000000	4.95228e-05	
175.000000	0.141778  	175.000000	0.144239  	175.000000	0.142369  	175.000000	0.141745  	175.000000	0.144191  	175.000000	4.82239e-05	
180.000000	0.13928   	180.000000	0.141629  	180.000000	0.13978   	180.000000	0.139158  	180.000000	0.141582  	180.000000	4.6994e-05	
185.000000	0.136907  	185.000000	0.139154  	185.000000	0.137325  	185.000000	0.136706  	185.000000	0.139108  	185.000000	4.58276e-05	
190.000000	0.134651  	190.000000	0.136804  	190.000000	0.134994  	190.000000	0.134377  	190.000000	0.136759  	190.000000	4.472e-05 	
195.000000	0.132504  	195.000000	0.13457   	195.000000	0.132777  	195.000000	0.132163  	195.000000	0.134527  	195.000000	4.36666e-05	
200.000000	0.130457  	200.000000	0.132444  	200.000000	0.130668  	200.000000	0.130056  	200.000000	0.132401  	200.000000	4.26637e-05	
210.000000	0.126637  	210.000000	0.128485  	210.000000	0.126739  	210.000000	0.126132  	210.000000	0.128444  	210.000000	4.07948e-05	
220.000000	0.123144  	220.000000	0.124873  	220.000000	0.123155  	220.000000	0.122553  	220.000000	0.124834  	220.000000	3.90887e-05	
230.000000	0.119936  	230.000000	0.121566  	230.000000	0.119874  	230.000000	0.119276  	230.000000	0.121529  	230.000000	3.75246e-05	
240.000000	0.11698   	240.000000	0.118526  	240.000000	0.116858  	240.000000	0.116264  	240.000000	0.11849   	240.000000	3.60853e-05	
250.000000	0.114248  	250.000000	0.115723  	250.000000	0.114079  	250.000000	0.113487  	250.000000	0.115688  	250.000000	3.47563e-05	
260.000000	0.111714  	260.000000	0.11313   	260.000000	0.111501  	260.000000	0.11092   	260.000000	0.113096  	260.000000	3.35252e-05	
270.000000	0.109358  	270.000000	0.110724  	270.000000	0.109106  	270.000000	0.108539  	270.000000	0.110691  	270.000000	3.23815e-05	
280.000000	0.107162  	280.000000	0.108486  	280.000000	0.10689   	280.000000	0.106325  	280.000000	0.108455  	280.000000	3.1316e-05	
290.000000	0.10511   	290.000000	0.106399  	290.000000	0.104825  	290.000000	0.104262  	290.000000	0.106369  	290.000000	3.03209e-05	
300.000000	0.103188  	300.000000	0.10445   	300.000000	0.102894  	300.000000	0.102335  	300.000000	0.10442   	300.000000	2.93894e-05	
310.000000	0.101384  	310.000000	0.102624  	310.000000	0.101088  	310.000000	0.100532  	310.000000	0.102595  	310.000000	2.85154e-05	
320.000000	0.0996888 	320.000000	0.10091   	320.000000	0.0993941 	320.000000	0.0988407 	320.000000	0.100883  	320.000000	2.76938e-05	
330.000000	0.0980917 	330.000000	0.0992995 	330.000000	0.0978021 	330.000000	0.0972519 	330.000000	0.0992726 	330.000000	2.692e-05 	
340.000000	0.096585  	340.000000	0.0977828 	340.000000	0.0963047 	340.000000	0.0957567 	340.000000	0.0977566 	340.000000	2.61897e-05	
350.000000	0.0951613 	350.000000	0.0963522 	350.000000	0.0948939 	350.000000	0.0943474 	350.000000	0.0963267 	350.000000	2.54995e-05	
360.000000	0.093814  	360.000000	0.0950008 	360.000000	0.0935572 	360.000000	0.093017  	360.000000	0.0949759 	360.000000	2.4846e-05	
370.000000	0.0925373 	370.000000	0.0937223 	370.000000	0.0922899 	370.000000	0.0917593 	370.000000	0.0936981 	370.000000	2.42263e-05	
380.000000	0.0913258 	380.000000	0.0925113 	380.000000	0.0910946 	380.000000	0.0905688 	380.000000	0.0924877 	380.000000	2.3638e-05	
390.000000	0.0901749 	390.000000	0.0913626 	390.000000	0.0899652 	390.000000	0.0894404 	390.000000	0.0913395 	390.000000	2.30785e-05	
400.000000	0.0890803 	400.000000	0.0902717 	400.000000	0.088893  	400.000000	0.0883697 	400.000000	0.0902492 	400.000000	2.25459e-05	
410.000000	0.0880379 	410.000000	0.0892346 	410.000000	0.0878734 	410.000000	0.0873524 	410.000000	0.0892126 	410.000000	2.20382e-05	
420.000000	0.0870444 	420.000000	0.0882475 	420.000000	0.0869037 	420.000000	0.0863849 	420.000000	0.088226  	420.000000	2.15537e-05	
430.000000	0.0860965 	430.000000	0.087307  	430.000000	0.085981  	430.000000	0.0854638 	430.000000	0.0872859 	430.000000	2.10908e-05	
440.000000	0.0851911 	440.000000	0.0864101 	440.000000	0.0851024 	440.000000	0.084586  	440.000000	0.0863894 	440.000000	2.0648e-05	
450.000000	0.0843258 	450.000000	0.0855539 	450.000000	0.0842633 	450.000000	0.0837487 	450.000000	0.0855336 	450.000000	2.02242e-05	
460.000000	0.0834979 	460.000000	0.0847358 	460.000000	0.0834589 	460.000000	0.0829493 	460.000000	0.084716  	460.000000	1.9818e-05	
470.000000	0.0827052 	470.000000	0.0839535 	470.000000	0.0826886 	470.000000	0.0821855 	470.000000	0.0839341 	470.000000	1.94284e-05	
480.000000	0.0819457 	480.000000	0.0832049 	480.000000	0.0819535 	480.000000	0.081455  	480.000000	0.0831858 	480.000000	1.90544e-05	
490.000000	0.0812174 	490.000000	0.0824878 	490.000000	0.0812527 	490.000000	0.0807559 	490.000000	0.0824691 	490.000000	1.8695e-05	
500.000000	0.0805186 	500.000000	0.0818005 	500.000000	0.0805825 	500.000000	0.0800863 	500.000000	0.0817822 	500.000000	1.83494e-05	
