Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1060.000000	0.00174159	1060.000000	0.00186311	1060.000000	0.00185827	1060.000000	0.00185631	1060.000000	0.00186284	1060.000000	2.69348e-07	
1080.000000	0.0017351 	1080.000000	0.00185665	1080.000000	0.00185205	1080.000000	0.0018501 	1080.000000	0.00185639	1080.000000	2.64698e-07	
1100.000000	0.00172897	1100.000000	0.00185053	1100.000000	0.00184614	1100.000000	0.0018442 	1100.000000	0.00185027	1100.000000	2.60211e-07	
1120.000000	0.00172318	1120.000000	0.00184474	1120.000000	0.00184053	1120.000000	0.0018386 	1120.000000	0.00184449	1120.000000	2.55879e-07	
1140.000000	0.00171771	1140.000000	0.00183926	1140.000000	0.00183519	1140.000000	0.00183327	1140.000000	0.00183901	1140.000000	2.51693e-07	
1160.000000	0.00171255	1160.000000	0.00183406	1160.000000	0.00183012	1160.000000	0.0018282 	1160.000000	0.00183382	1160.000000	2.47646e-07	
1180.000000	0.00170768	1180.000000	0.00182915	1180.000000	0.0018253 	1180.000000	0.00182339	1180.000000	0.0018289 	1180.000000	2.43732e-07	
1200.000000	0.00170309	1200.000000	0.00182449	1200.000000	0.0018207 	1200.000000	0.00181881	1200.000000	0.00182425	1200.000000	2.39943e-07	
1220.000000	0.00169876	1220.000000	0.00182009	1220.000000	0.00181633	1220.000000	0.00181445	1220.000000	0.00181986	1220.000000	2.36274e-07	
1240.000000	0.00169469	1240.000000	0.00181593	1240.000000	0.00181216	1240.000000	0.0018103 	1240.000000	0.00181569	1240.000000	2.32719e-07	
1260.000000	0.00169086	1260.000000	0.00181199	1260.000000	0.0018082 	1260.000000	0.00180635	1260.000000	0.00181176	1260.000000	2.29273e-07	
1280.000000	0.00168726	1280.000000	0.00180827	1280.000000	0.00180444	1280.000000	0.00180259	1280.000000	0.00180805	1280.000000	2.25931e-07	
1300.000000	0.00168389	1300.000000	0.00180476	1300.000000	0.00180086	1300.000000	0.00179902	1300.000000	0.00180454	1300.000000	2.22688e-07	
1320.000000	0.00168072	1320.000000	0.00180145	1320.000000	0.00179747	1320.000000	0.00179561	1320.000000	0.00180123	1320.000000	2.1954e-07	
1340.000000	0.00167776	1340.000000	0.00179832	1340.000000	0.00179425	1340.000000	0.00179237	1340.000000	0.00179811	1340.000000	2.16482e-07	
1360.000000	0.001675  	1360.000000	0.00179538	1360.000000	0.00179119	1360.000000	0.00178929	1360.000000	0.00179517	1360.000000	2.13511e-07	
1380.000000	0.00167242	1380.000000	0.00179261	1380.000000	0.00178828	1380.000000	0.00178635	1380.000000	0.0017924 	1380.000000	2.10624e-07	
